Year,Month,Community,Total Complaints,Total Number of Callers,data_loaded_at
2021,3,Felton,134,5,2023/09/01 04:13:58 PM
2021,5,Capitola,"1,017",11,2023/09/01 04:13:58 PM
2021,5,Menlo Park,"1,321",11,2023/09/01 04:13:58 PM
2021,5,Oakland,"3,683",16,2023/09/01 04:13:58 PM
2020,12,Fremont,54,1,2023/09/01 04:13:58 PM
2021,5,Stanford,715,5,2023/09/01 04:13:58 PM
2021,6,Sunnyvale,25,2,2023/09/01 04:13:58 PM
2021,7,San Francisco,"2,943",29,2023/09/01 04:13:58 PM
2021,8,Portola Valley,"18,188",21,2023/09/01 04:13:58 PM
2020,2,Foster City,638,10,2023/09/01 04:13:58 PM
2020,3,Soquel,"9,347",58,2023/09/01 04:13:58 PM
2020,7,La Honda,5,1,2023/09/01 04:13:58 PM
2023,1,Carmel Valley,4,1,2023/09/01 04:13:58 PM
2023,6,Belmont,43,3,2023/09/01 04:13:58 PM
2022,5,Pacifica,"1,013",17,2023/09/01 04:13:58 PM
2022,10,Portola Valley,"12,844",19,2023/09/01 04:13:58 PM
2019,9,Foster City,648,10,2023/09/01 04:13:58 PM
2019,8,Atherton,948,6,2023/09/01 04:13:58 PM
2020,1,Woodside,"2,739",11,2023/09/01 04:13:58 PM
2020,4,Santa Cruz,"6,632",83,2023/09/01 04:13:58 PM
2020,7,Palo Alto,"23,221",158,2023/09/01 04:13:58 PM
2019,12,San Mateo,"1,035",24,2023/09/01 04:13:58 PM
2023,2,Mountain View,"2,710",15,2023/09/01 04:13:58 PM
2023,4,Los Altos,"9,360",54,2023/09/01 04:13:58 PM
2021,10,Richmond,566,3,2023/09/01 04:13:58 PM
2022,9,Los Gatos,"6,653",41,2023/09/01 04:13:58 PM
2022,8,Atherton,62,4,2023/09/01 04:13:58 PM
2022,8,Foster City,106,9,2023/09/01 04:13:58 PM
2023,4,Portola Valley,"14,066",19,2023/09/01 04:13:58 PM
2023,5,Soquel,"4,295",26,2023/09/01 04:13:58 PM
2019,9,Mountain View,"3,504",31,2023/09/01 04:13:58 PM
2019,8,Portola Valley,"7,482",31,2023/09/01 04:13:58 PM
2019,10,Brisbane,668,21,2023/09/01 04:13:58 PM
2019,11,Santa Cruz,"16,137",100,2023/09/01 04:13:58 PM
2021,2,Daly City,970,7,2023/09/01 04:13:58 PM
2021,2,Soquel,"3,230",37,2023/09/01 04:13:58 PM
2021,7,Portola Valley,"18,475",21,2023/09/01 04:13:58 PM
2019,12,Brisbane,"1,468",24,2023/09/01 04:13:58 PM
2019,12,Oakland,"7,491",31,2023/09/01 04:13:58 PM
2019,12,Scotts Valley,"6,189",59,2023/09/01 04:13:58 PM
2019,12,El Granada,"1,073",2,2023/09/01 04:13:58 PM
2019,12,Foster City,551,12,2023/09/01 04:13:58 PM
2020,10,Soquel,"3,878",41,2023/09/01 04:13:58 PM
2021,1,Los Gatos,"5,598",54,2023/09/01 04:13:58 PM
2020,12,Capitola,424,8,2023/09/01 04:13:58 PM
2021,6,Cupertino,94,1,2023/09/01 04:13:58 PM
2021,8,Oakland,"3,540",16,2023/09/01 04:13:58 PM
2020,3,Palo Alto,"37,442",157,2023/09/01 04:13:58 PM
2020,3,Redwood City,"2,164",11,2023/09/01 04:13:58 PM
2020,2,East Palo Alto,35,1,2023/09/01 04:13:58 PM
2020,5,Aptos,63,5,2023/09/01 04:13:58 PM
2020,6,Portola Valley,"16,362",28,2023/09/01 04:13:58 PM
2020,6,Felton,308,7,2023/09/01 04:13:58 PM
2020,8,Oakland,"4,926",17,2023/09/01 04:13:58 PM
2020,8,Portola Valley,"13,271",29,2023/09/01 04:13:58 PM
2020,8,San Mateo,688,10,2023/09/01 04:13:58 PM
2020,9,Redwood City,"1,977",6,2023/09/01 04:13:58 PM
2020,1,Emerald Hills,"3,680",7,2023/09/01 04:13:58 PM
2020,1,Palo Alto,"38,192",168,2023/09/01 04:13:58 PM
2023,3,San Francisco,"2,050",16,2023/09/01 04:13:58 PM
2023,2,Los Altos,"7,533",48,2023/09/01 04:13:58 PM
2023,2,Foster City,40,5,2023/09/01 04:13:58 PM
2023,6,Burlingame,7,4,2023/09/01 04:13:58 PM
2022,1,Los Gatos,"5,114",47,2023/09/01 04:13:58 PM
2022,8,Redwood City,952,10,2023/09/01 04:13:58 PM
2019,12,Emerald Hills,"2,600",8,2023/09/01 04:13:58 PM
2021,4,Mountain View,"1,742",23,2023/09/01 04:13:58 PM
2021,4,Soquel,"3,570",35,2023/09/01 04:13:58 PM
2021,7,Foster City,212,9,2023/09/01 04:13:58 PM
2020,2,Stanford,577,3,2023/09/01 04:13:58 PM
2020,5,Scotts Valley,"2,792",51,2023/09/01 04:13:58 PM
2020,5,Sunnyvale,77,4,2023/09/01 04:13:58 PM
2020,7,Los Altos,"9,397",85,2023/09/01 04:13:58 PM
2020,6,Capitola,552,12,2023/09/01 04:13:58 PM
2020,6,Moraga,309,6,2023/09/01 04:13:58 PM
2020,8,San Francisco,"2,590",19,2023/09/01 04:13:58 PM
2023,1,Palo Alto,"16,626",95,2023/09/01 04:13:58 PM
2023,3,Portola Valley,"18,476",23,2023/09/01 04:13:58 PM
2023,2,Santa Cruz,"8,345",42,2023/09/01 04:13:58 PM
2023,2,Los Altos Hills,902,11,2023/09/01 04:13:58 PM
2023,4,Millbrae,7,4,2023/09/01 04:13:58 PM
2023,6,South San Francisco,"1,056",31,2023/09/01 04:13:58 PM
2022,3,San Francisco,"3,146",18,2023/09/01 04:13:58 PM
2022,6,Ben Lomond,4,1,2023/09/01 04:13:58 PM
2021,9,San Francisco,"3,789",22,2023/09/01 04:13:58 PM
2021,9,San Mateo,798,12,2023/09/01 04:13:58 PM
2021,10,Portola Valley,"18,023",20,2023/09/01 04:13:58 PM
2021,11,Soquel,"4,907",40,2023/09/01 04:13:58 PM
2022,8,Los Altos,"11,116",55,2023/09/01 04:13:58 PM
2022,9,Scotts Valley,"5,830",32,2023/09/01 04:13:58 PM
2022,10,Palo Alto,"19,462",112,2023/09/01 04:13:58 PM
2022,11,Los Altos,"8,235",54,2023/09/01 04:13:58 PM
2022,11,Portola Valley,"14,430",21,2023/09/01 04:13:58 PM
2023,3,Los Altos Hills,706,11,2023/09/01 04:13:58 PM
2023,5,Scotts Valley,"4,715",27,2023/09/01 04:13:58 PM
2022,5,Los Gatos,"6,917",39,2023/09/01 04:13:58 PM
2022,8,Woodside,"1,552",5,2023/09/01 04:13:58 PM
2022,9,Woodside,"1,733",8,2023/09/01 04:13:58 PM
2022,10,Soquel,"3,524",32,2023/09/01 04:13:58 PM
2019,12,Sunnyvale,788,8,2023/09/01 04:13:58 PM
2019,12,Ben Lomond,16,3,2023/09/01 04:13:58 PM
2021,3,Portola Valley,"17,654",21,2023/09/01 04:13:58 PM
2020,4,Los Gatos,"5,710",70,2023/09/01 04:13:58 PM
2020,8,Hayward,99,1,2023/09/01 04:13:58 PM
2023,5,San Francisco,"1,387",18,2023/09/01 04:13:58 PM
2022,4,Oakland,"3,584",15,2023/09/01 04:13:58 PM
2022,5,Woodside,"1,952",6,2023/09/01 04:13:58 PM
2022,7,Scotts Valley,"6,666",27,2023/09/01 04:13:58 PM
2020,2,Moraga,654,5,2023/09/01 04:13:58 PM
2020,1,Soquel,"7,492",58,2023/09/01 04:13:58 PM
2020,2,Aptos,143,6,2023/09/01 04:13:58 PM
2020,11,Belmont,180,2,2023/09/01 04:13:58 PM
2020,11,San Bruno,49,5,2023/09/01 04:13:58 PM
2023,4,Pacifica,"1,590",22,2023/09/01 04:13:58 PM
2023,5,Capitola,135,3,2023/09/01 04:13:58 PM
2022,4,Carmel Valley,2,1,2023/09/01 04:13:58 PM
2021,10,San Bruno,"1,222",12,2023/09/01 04:13:58 PM
2021,10,Felton,70,3,2023/09/01 04:13:58 PM
2021,10,Brisbane,493,12,2023/09/01 04:13:58 PM
2021,10,Belmont,172,2,2023/09/01 04:13:58 PM
2021,10,Atherton,420,5,2023/09/01 04:13:58 PM
2021,10,San Mateo,946,11,2023/09/01 04:13:58 PM
2021,11,Palo Alto,"23,616",118,2023/09/01 04:13:58 PM
2021,11,Menlo Park,"2,045",16,2023/09/01 04:13:58 PM
2021,12,Santa Cruz,"10,798",61,2023/09/01 04:13:58 PM
2021,12,Moraga,482,5,2023/09/01 04:13:58 PM
2022,1,Palo Alto,"20,859",107,2023/09/01 04:13:58 PM
2022,1,Carmel Valley,41,1,2023/09/01 04:13:58 PM
2022,8,Los Gatos,"6,103",41,2023/09/01 04:13:58 PM
2022,10,San Mateo,986,9,2023/09/01 04:13:58 PM
2022,11,San Mateo,909,9,2023/09/01 04:13:58 PM
2023,4,Palo Alto,"19,039",94,2023/09/01 04:13:58 PM
2021,10,Burlingame,41,6,2023/09/01 04:13:58 PM
2022,2,Burlingame,2,2,2023/09/01 04:13:58 PM
2022,9,Foster City,48,6,2023/09/01 04:13:58 PM
2021,1,Aptos,16,4,2023/09/01 04:13:58 PM
2020,5,San Mateo,563,10,2023/09/01 04:13:58 PM
2020,10,Daly City,922,5,2023/09/01 04:13:58 PM
2023,3,San Mateo,317,10,2023/09/01 04:13:58 PM
2022,1,Scotts Valley,"4,564",33,2023/09/01 04:13:58 PM
2022,9,Alameda,2,2,2023/09/01 04:13:58 PM
2022,3,San Mateo,807,13,2023/09/01 04:13:58 PM
2022,11,South San Francisco,147,8,2023/09/01 04:13:58 PM
2022,11,Mountain View,"1,949",18,2023/09/01 04:13:58 PM
2019,10,Emerald Hills,"4,422",6,2023/09/01 04:13:58 PM
2019,9,Milpitas,3,2,2023/09/01 04:13:58 PM
2022,12,Menlo Park,"1,231",10,2023/09/01 04:13:58 PM
2019,10,La Selva Beach,14,1,2023/09/01 04:13:58 PM
2021,1,Saratoga,149,1,2023/09/01 04:13:58 PM
2023,2,Berkeley,849,3,2023/09/01 04:13:58 PM
2022,12,Moraga,157,3,2023/09/01 04:13:58 PM
2019,10,Santa Clara,4,1,2023/09/01 04:13:58 PM
2021,2,Aptos,2,1,2023/09/01 04:13:58 PM
2021,4,Orinda,17,1,2023/09/01 04:13:58 PM
2021,6,Millbrae,6,3,2023/09/01 04:13:58 PM
2021,7,Menlo Park,"1,595",11,2023/09/01 04:13:58 PM
2021,7,El Granada,545,1,2023/09/01 04:13:58 PM
2021,7,Brisbane,145,11,2023/09/01 04:13:58 PM
2021,6,South San Francisco,43,12,2023/09/01 04:13:58 PM
2020,1,Sunnyvale,259,6,2023/09/01 04:13:58 PM
2020,3,Millbrae,60,4,2023/09/01 04:13:58 PM
2020,8,Bonny Doon,4,1,2023/09/01 04:13:58 PM
2020,8,Pacifica,884,14,2023/09/01 04:13:58 PM
2020,11,Aptos,30,5,2023/09/01 04:13:58 PM
2020,10,San Mateo,485,8,2023/09/01 04:13:58 PM
2019,12,Orinda,36,3,2023/09/01 04:13:58 PM
2023,5,Foster City,501,5,2023/09/01 04:13:58 PM
2023,5,Aptos,18,4,2023/09/01 04:13:58 PM
2022,4,Los Altos Hills,"1,574",10,2023/09/01 04:13:58 PM
2021,9,Daly City,"1,617",7,2023/09/01 04:13:58 PM
2021,10,Alameda,86,7,2023/09/01 04:13:58 PM
2022,1,Campbell,3,1,2023/09/01 04:13:58 PM
2022,8,Mountain View,"2,709",18,2023/09/01 04:13:58 PM
2021,4,Saratoga,205,1,2023/09/01 04:13:58 PM
2020,4,South San Francisco,5,2,2023/09/01 04:13:58 PM
2020,6,San Carlos,61,3,2023/09/01 04:13:58 PM
2020,6,La Selva Beach,1,1,2023/09/01 04:13:58 PM
2020,2,Hillsborough,16,4,2023/09/01 04:13:58 PM
2023,6,Millbrae,12,4,2023/09/01 04:13:58 PM
2022,6,San Carlos,116,3,2023/09/01 04:13:58 PM
2023,5,Millbrae,12,2,2023/09/01 04:13:58 PM
2021,9,Menlo Park,"1,461",14,2023/09/01 04:13:58 PM
2021,10,Castro Valley,44,2,2023/09/01 04:13:58 PM
2022,1,Richmond,185,2,2023/09/01 04:13:58 PM
2022,1,San Bruno,854,7,2023/09/01 04:13:58 PM
2022,1,San Francisco,"3,209",18,2023/09/01 04:13:58 PM
2022,1,Sunnyvale,78,3,2023/09/01 04:13:58 PM
2022,1,San Jose,3,1,2023/09/01 04:13:58 PM
2022,1,Brisbane,339,9,2023/09/01 04:13:58 PM
2022,1,Alameda,66,3,2023/09/01 04:13:58 PM
2022,5,Daly City,"2,008",6,2023/09/01 04:13:58 PM
2022,7,El Granada,"1,149",1,2023/09/01 04:13:58 PM
2022,7,Hillsborough,12,2,2023/09/01 04:13:58 PM
2022,8,Sunnyvale,19,2,2023/09/01 04:13:58 PM
2022,10,Redwood City,324,7,2023/09/01 04:13:58 PM
2023,2,San Mateo,508,5,2023/09/01 04:13:58 PM
2023,1,Stanford,595,3,2023/09/01 04:13:58 PM
2021,10,Emerald Hills,"1,129",5,2023/09/01 04:13:58 PM
2021,11,Fremont,210,1,2023/09/01 04:13:58 PM
2021,3,South San Francisco,27,10,2023/09/01 04:13:58 PM
2022,4,Menlo Park,"1,953",10,2023/09/01 04:13:58 PM
2022,2,Felton,84,2,2023/09/01 04:13:58 PM
2019,9,San Bruno,288,7,2023/09/01 04:13:58 PM
2019,8,Carmel Valley,52,2,2023/09/01 04:13:58 PM
2020,10,Foster City,45,8,2023/09/01 04:13:58 PM
2021,1,Foster City,6,2,2023/09/01 04:13:58 PM
2021,3,Richmond,"1,946",4,2023/09/01 04:13:58 PM
2019,9,Hillsborough,61,2,2023/09/01 04:13:58 PM
2021,4,San Bruno,"1,849",3,2023/09/01 04:13:58 PM
2021,7,Stanford,514,5,2023/09/01 04:13:58 PM
2021,6,Daly City,"1,277",9,2023/09/01 04:13:58 PM
2020,2,Richmond,"3,011",5,2023/09/01 04:13:58 PM
2020,4,Orinda,17,1,2023/09/01 04:13:58 PM
2020,4,Watsonville,173,1,2023/09/01 04:13:58 PM
2020,5,Moraga,276,4,2023/09/01 04:13:58 PM
2020,9,San Mateo,537,7,2023/09/01 04:13:58 PM
2020,9,Lafayette,16,2,2023/09/01 04:13:58 PM
2020,2,Berkeley,"1,484",11,2023/09/01 04:13:58 PM
2023,2,Moraga,100,3,2023/09/01 04:13:58 PM
2023,1,Menlo Park,"1,135",11,2023/09/01 04:13:58 PM
2023,6,East Palo Alto,6,2,2023/09/01 04:13:58 PM
2023,6,South San Fracisco,4,1,2023/09/01 04:13:58 PM
2022,9,Sunnyvale,54,3,2023/09/01 04:13:58 PM
2022,3,Daly City,"1,708",6,2023/09/01 04:13:58 PM
2020,2,Sonoma,2,1,2023/09/01 04:13:58 PM
2020,5,Millbrae,4,2,2023/09/01 04:13:58 PM
2020,6,Brisbane,229,10,2023/09/01 04:13:58 PM
2020,7,Stanford,414,3,2023/09/01 04:13:58 PM
2020,7,Sunnyvale,185,7,2023/09/01 04:13:58 PM
2020,1,Orinda,40,1,2023/09/01 04:13:58 PM
2023,3,Alameda,12,1,2023/09/01 04:13:58 PM
2023,4,East Palo Alto,14,1,2023/09/01 04:13:58 PM
2023,4,Stanford,688,5,2023/09/01 04:13:58 PM
2022,5,Stanford,780,5,2023/09/01 04:13:58 PM
2022,6,Hillsborough,42,3,2023/09/01 04:13:58 PM
2021,11,Orinda,24,1,2023/09/01 04:13:58 PM
2022,1,Berkeley,204,1,2023/09/01 04:13:58 PM
2022,2,Boulder Creek,9,2,2023/09/01 04:13:58 PM
2022,10,Felton,77,3,2023/09/01 04:13:58 PM
2022,10,Boulder Creek,8,3,2023/09/01 04:13:58 PM
2023,4,Atherton,51,2,2023/09/01 04:13:58 PM
2022,12,Millbrae,19,3,2023/09/01 04:13:58 PM
2019,9,Moss Beach,1,1,2023/09/01 04:13:58 PM
2019,10,Saratoga,262,6,2023/09/01 04:13:58 PM
2021,4,Montara,193,1,2023/09/01 04:13:58 PM
2019,9,San Jose,5,2,2023/09/01 04:13:58 PM
2021,3,San Carlos,123,2,2023/09/01 04:13:58 PM
2023,4,Capitola,34,2,2023/09/01 04:13:58 PM
2023,6,Orinda,19,1,2023/09/01 04:13:58 PM
2021,11,Aptos,22,2,2023/09/01 04:13:58 PM
2022,6,Orinda,19,1,2023/09/01 04:13:58 PM
2022,3,Foster City,28,4,2023/09/01 04:13:58 PM
2019,8,Piedmont,1,1,2023/09/01 04:13:58 PM
2020,6,San Bruno,148,6,2023/09/01 04:13:58 PM
2020,4,Aptos,83,4,2023/09/01 04:13:58 PM
2020,9,La Honda,5,1,2023/09/01 04:13:58 PM
2020,11,Fremont,50,1,2023/09/01 04:13:58 PM
2023,5,Berkeley,"1,121",2,2023/09/01 04:13:58 PM
2023,5,Fremont,158,1,2023/09/01 04:13:58 PM
2021,12,Hillsborough,2,1,2023/09/01 04:13:58 PM
2022,7,East Palo Alto,8,2,2023/09/01 04:13:58 PM
2022,8,Aptos,10,1,2023/09/01 04:13:58 PM
2022,10,East Palo Alto,1,1,2023/09/01 04:13:58 PM
2019,10,El Granada,568,1,2023/09/01 04:13:58 PM
2019,12,Hayward,355,1,2023/09/01 04:13:58 PM
2021,4,La Honda,1,1,2023/09/01 04:13:58 PM
2021,3,Saratoga,80,1,2023/09/01 04:13:58 PM
2021,5,Belmont,245,2,2023/09/01 04:13:58 PM
2020,1,Castro Valley,1,1,2023/09/01 04:13:58 PM
2022,9,Felton,147,3,2023/09/01 04:13:58 PM
2023,1,Felton,26,3,2023/09/01 04:13:58 PM
2020,5,Pescadero,1,1,2023/09/01 04:13:58 PM
2023,3,Fremont,122,2,2023/09/01 04:13:58 PM
2023,6,Union City,251,1,2023/09/01 04:13:58 PM
2020,12,Hillsborough,2,1,2023/09/01 04:13:58 PM
2020,8,Burlingame,67,2,2023/09/01 04:13:58 PM
2020,11,Bonny Doon,4,1,2023/09/01 04:13:58 PM
2020,1,Penngrove,24,1,2023/09/01 04:13:58 PM
2023,1,Half Moon,5,1,2023/09/01 04:13:58 PM
2023,5,Cupertino,539,1,2023/09/01 04:13:58 PM
2023,4,Penngrove,1,1,2023/09/01 04:13:58 PM
2022,5,Berkeley,497,1,2023/09/01 04:13:58 PM
2019,9,Carmel Valley,47,1,2023/09/01 04:13:58 PM
2019,10,Union City,47,1,2023/09/01 04:13:58 PM
2019,10,Montara,127,1,2023/09/01 04:13:58 PM
2019,8,Montara,304,1,2023/09/01 04:13:58 PM
2021,2,Kensington,1,1,2023/09/01 04:13:58 PM
2020,11,Watsonville,74,1,2023/09/01 04:13:58 PM
2023,3,Millbrae,8,2,2023/09/01 04:13:58 PM
2022,3,Watsonville,71,1,2023/09/01 04:13:58 PM
2020,12,El Granada,513,1,2023/09/01 04:13:58 PM
2020,5,Saratoga,154,1,2023/09/01 04:13:58 PM
2023,4,San Ramon,7,1,2023/09/01 04:13:58 PM
2020,1,Half Moon,2,2,2023/09/01 04:13:58 PM
2022,4,Forest Knolls,4,1,2023/09/01 04:13:58 PM
2022,8,Watsonville,74,1,2023/09/01 04:13:58 PM
2022,2,Sunnyvale,1,1,2023/09/01 04:13:58 PM
2022,10,Belmont,7,1,2023/09/01 04:13:58 PM
2022,10,Alameda,1,1,2023/09/01 04:13:58 PM
2019,12,Watsonville,193,1,2023/09/01 04:13:58 PM
2019,10,Moss Beach,2,1,2023/09/01 04:13:58 PM
2020,12,Sunnyvale,30,1,2023/09/01 04:13:58 PM
2020,9,Burlingame,64,1,2023/09/01 04:13:58 PM
2020,8,La Honda,4,1,2023/09/01 04:13:58 PM
2020,1,Santa Clara,4,1,2023/09/01 04:13:58 PM
2021,11,Watsonville,91,1,2023/09/01 04:13:58 PM
2022,5,San Jose,1,1,2023/09/01 04:13:58 PM
2022,12,Palo Alto,"19,829",96,2023/09/01 04:13:58 PM
2022,12,Portola Valley,"17,921",20,2023/09/01 04:13:58 PM
2022,12,Scotts Valley,"3,446",22,2023/09/01 04:13:58 PM
2022,12,Oakland,"3,371",13,2023/09/01 04:13:58 PM
2019,10,Los Altos Hills,"10,288",25,2023/09/01 04:13:58 PM
2019,10,San Bruno,288,6,2023/09/01 04:13:58 PM
2019,8,Soquel,"11,333",66,2023/09/01 04:13:58 PM
2019,9,Menlo Park,"1,111",27,2023/09/01 04:13:58 PM
2019,11,Daly City,"1,228",8,2023/09/01 04:13:58 PM
2022,12,Pacifica,950,15,2023/09/01 04:13:58 PM
2019,10,Santa Cruz,"14,466",101,2023/09/01 04:13:58 PM
2019,9,Santa Cruz,"17,421",111,2023/09/01 04:13:58 PM
2019,8,Capitola,"2,645",19,2023/09/01 04:13:58 PM
2019,11,Los Altos,"11,981",107,2023/09/01 04:13:58 PM
2019,9,Stanford,693,4,2023/09/01 04:13:58 PM
2019,11,Los Gatos,"14,397",96,2023/09/01 04:13:58 PM
2020,10,Oakland,"3,881",15,2023/09/01 04:13:58 PM
2021,2,Los Altos Hills,"1,271",21,2023/09/01 04:13:58 PM
2020,12,Mountain View,"2,285",18,2023/09/01 04:13:58 PM
2021,3,Daly City,"1,482",5,2023/09/01 04:13:58 PM
2021,4,San Francisco,"2,925",25,2023/09/01 04:13:58 PM
2021,5,Sunnyvale,46,3,2023/09/01 04:13:58 PM
2020,6,Emerald Hills,484,7,2023/09/01 04:13:58 PM
2019,11,Hayward,261,2,2023/09/01 04:13:58 PM
2021,2,Portola Valley,"16,393",23,2023/09/01 04:13:58 PM
2021,2,Santa Cruz,"6,207",65,2023/09/01 04:13:58 PM
2021,2,Redwood City,"2,729",6,2023/09/01 04:13:58 PM
2020,12,Menlo Park,434,12,2023/09/01 04:13:58 PM
2020,12,Pacifica,668,16,2023/09/01 04:13:58 PM
2021,4,Los Gatos,"6,596",55,2023/09/01 04:13:58 PM
2021,6,Palo Alto,"30,438",141,2023/09/01 04:13:58 PM
2021,6,Felton,137,6,2023/09/01 04:13:58 PM
2020,2,Santa Cruz,"16,091",95,2023/09/01 04:13:58 PM
2020,3,Portola Valley,"19,100",31,2023/09/01 04:13:58 PM
2020,3,Belmont,302,4,2023/09/01 04:13:58 PM
2020,2,Brisbane,846,18,2023/09/01 04:13:58 PM
2020,4,San Bruno,103,8,2023/09/01 04:13:58 PM
2020,7,Mountain View,"2,788",21,2023/09/01 04:13:58 PM
2020,6,Mountain View,"2,092",20,2023/09/01 04:13:58 PM
2020,6,Burlingame,34,1,2023/09/01 04:13:58 PM
2020,8,Moraga,213,5,2023/09/01 04:13:58 PM
2020,7,Soquel,"4,136",41,2023/09/01 04:13:58 PM
2020,9,Woodside,"1,071",5,2023/09/01 04:13:58 PM
2023,1,Scotts Valley,"2,075",20,2023/09/01 04:13:58 PM
2023,2,Daly City,946,7,2023/09/01 04:13:58 PM
2023,2,Los Gatos,"2,973",30,2023/09/01 04:13:58 PM
2023,2,Soquel,"3,349",23,2023/09/01 04:13:58 PM
2021,9,San Carlos,24,3,2023/09/01 04:13:58 PM
2022,8,Daly City,"1,544",6,2023/09/01 04:13:58 PM
2022,11,Fremont,211,2,2023/09/01 04:13:58 PM
2021,1,Pacifica,518,13,2023/09/01 04:13:58 PM
2021,6,Scotts Valley,"6,678",46,2023/09/01 04:13:58 PM
2020,12,Saratoga,77,1,2023/09/01 04:13:58 PM
2021,6,Brisbane,224,15,2023/09/01 04:13:58 PM
2022,4,Sunnyvale,34,4,2023/09/01 04:13:58 PM
2021,9,Brisbane,335,15,2023/09/01 04:13:58 PM
2021,11,Felton,47,4,2023/09/01 04:13:58 PM
2021,12,Watsonville,118,1,2023/09/01 04:13:58 PM
2022,11,Aptos,35,3,2023/09/01 04:13:58 PM
2022,12,South San Francisco,227,7,2023/09/01 04:13:58 PM
2021,2,Sunnyvale,45,3,2023/09/01 04:13:58 PM
2019,10,Alameda,1,1,2023/09/01 04:13:58 PM
2019,12,Aptos,241,6,2023/09/01 04:13:58 PM
2021,2,La Honda,8,1,2023/09/01 04:13:58 PM
2020,5,Palo Alto,"19,156",154,2023/09/01 04:13:58 PM
2020,10,Atherton,309,4,2023/09/01 04:13:58 PM
2021,2,San Bruno,66,4,2023/09/01 04:13:58 PM
2020,12,Palo Alto,"19,442",116,2023/09/01 04:13:58 PM
2021,6,Emerald Hills,"1,193",7,2023/09/01 04:13:58 PM
2021,6,Aptos,33,3,2023/09/01 04:13:58 PM
2020,3,Los Gatos,"14,873",84,2023/09/01 04:13:58 PM
2020,3,Watsonville,231,1,2023/09/01 04:13:58 PM
2020,3,San Francisco,"6,664",27,2023/09/01 04:13:58 PM
2020,4,Pacifica,489,14,2023/09/01 04:13:58 PM
2020,6,Santa Cruz,"7,993",82,2023/09/01 04:13:58 PM
2020,11,Portola Valley,"12,807",22,2023/09/01 04:13:58 PM
2020,1,Los Altos,"15,663",98,2023/09/01 04:13:58 PM
2022,4,Palo Alto,"23,263",115,2023/09/01 04:13:58 PM
2021,11,Oakland,"3,751",15,2023/09/01 04:13:58 PM
2021,12,Capitola,150,6,2023/09/01 04:13:58 PM
2021,1,Capitola,616,12,2023/09/01 04:13:58 PM
2021,3,Santa Cruz,"8,284",61,2023/09/01 04:13:58 PM
2020,3,Burlingame,54,4,2023/09/01 04:13:58 PM
2020,5,Emerald Hills,418,8,2023/09/01 04:13:58 PM
2020,7,Aptos,12,5,2023/09/01 04:13:58 PM
2020,3,South San Francisco,87,8,2023/09/01 04:13:58 PM
2020,11,Pacifica,440,12,2023/09/01 04:13:58 PM
2020,11,Hayward,90,1,2023/09/01 04:13:58 PM
2020,1,Hillsborough,4,3,2023/09/01 04:13:58 PM
2020,1,Portola Valley,"16,676",29,2023/09/01 04:13:58 PM
2020,1,San Mateo,908,14,2023/09/01 04:13:58 PM
2023,1,San Mateo,196,5,2023/09/01 04:13:58 PM
2023,1,Walnut Creek,1,1,2023/09/01 04:13:58 PM
2023,4,Menlo Park,"1,344",12,2023/09/01 04:13:58 PM
2023,6,San Mateo,449,22,2023/09/01 04:13:58 PM
2022,3,Menlo Park,"1,666",12,2023/09/01 04:13:58 PM
2022,4,Santa Cruz,"13,546",67,2023/09/01 04:13:58 PM
2022,5,South San Francisco,745,11,2023/09/01 04:13:58 PM
2022,6,Los Gatos,"7,299",39,2023/09/01 04:13:58 PM
2022,6,Mountain View,"2,671",19,2023/09/01 04:13:58 PM
2021,9,Santa Cruz,"12,843",68,2023/09/01 04:13:58 PM
2021,10,El Granada,828,1,2023/09/01 04:13:58 PM
2021,10,Redwood City,"1,888",9,2023/09/01 04:13:58 PM
2021,12,San Ramon,4,1,2023/09/01 04:13:58 PM
2021,12,San Mateo,"1,035",10,2023/09/01 04:13:58 PM
2021,12,San Francisco,"3,304",21,2023/09/01 04:13:58 PM
2022,1,Santa Cruz,"11,169",58,2023/09/01 04:13:58 PM
2022,2,Los Altos,"8,083",57,2023/09/01 04:13:58 PM
2022,2,Scotts Valley,"3,920",38,2023/09/01 04:13:58 PM
2022,7,Los Altos,"10,671",56,2023/09/01 04:13:58 PM
2022,3,Alameda,16,1,2023/09/01 04:13:58 PM
2022,10,Menlo Park,"1,299",13,2023/09/01 04:13:58 PM
2022,10,Woodside,"1,717",6,2023/09/01 04:13:58 PM
2022,11,Redwood City,638,8,2023/09/01 04:13:58 PM
2022,11,San Bruno,916,9,2023/09/01 04:13:58 PM
2020,9,Los Gatos,"5,959",58,2023/09/01 04:13:58 PM
2023,5,Santa Cruz,"10,850",43,2023/09/01 04:13:58 PM
2022,9,Daly City,"1,656",11,2023/09/01 04:13:58 PM
2023,5,Redwood City,375,4,2023/09/01 04:13:58 PM
2019,8,Penngrove,6,1,2023/09/01 04:13:58 PM
2020,5,Woodside,608,6,2023/09/01 04:13:58 PM
2020,7,Los Altos Hills,"4,228",22,2023/09/01 04:13:58 PM
2023,6,Palo Alto,"22,527",115,2023/09/01 04:13:58 PM
2023,5,South San Francisco,183,23,2023/09/01 04:13:58 PM
2020,5,Menlo Park,"1,162",22,2023/09/01 04:13:58 PM
